Gender,agerange,AcademicStatus,socialMediaPlatforms,emergingtechnologies,HowdoyouaccessyoursocialmediaplatformsYoucanchoosemorethanone,Howlonghaveyoubeenusingsocialnetworkingsites,HowoftendoyouvisityourSocialNetworkaccounts,Onaveragehowmuchtimedoyouspenddailyonasocialnetworkingsite,Howmanyofyourclassmatesareyourcontactsfriendsonyoursocialnetwork,WhydoyouusesocialnetworksYoucanchoosemorethanone,Incorporatingsocialmediaplatformsandemergingtechnologieshighligh,Socialmediaplatformsandemergingtechnologieshighlightedearliercou,Incorporatingsocialmediaandemergingtechnologiesasateachingtoolwi,EducationalLearningviathesocialmediaplatformswillbeeasyforme,Itwillbebeneficialformetobecomeskilfulatusingsocialmediaplatform,MycolleaguesthinkIshouldusesocialmediaandemergingtechnologiesfor,Myfamilyandfriendswillappreciatemyuseofsocialmediaandemergingtec,Myprivacywillbeinfringedifsocialmediaplatformsandemergingtechnol,Internetavailabilityandsignalstrengthwillbeaprobleminusingthesoc,Internetdatabundlesaffordabilitywillbeaprobleminusingthesocialme,Poweravailabilitywillbeaprobleminusingthesocialmediaandemergingt,Ihavethetechnicalskillstousesocialmediaplatformsandemergingtechn,Iwillbewillingtousesocialmediaplatformsandemergingtechnologiesfo,Iwillbewillingtodevotetherequiredtimeandenergyformylearningactiv,Areyoupresentlyinvolvedinelearningusinganysocialmediaplatformore,Whichelearningcoursesorplatformsareyoucurrentlyengagedin
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;Snapchat,"Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Smatphone,3-5 years,Daily,7 - 12 hours per day,20 - 50,To get latest information/gist;To share videos/ pictures/ music;To while away time,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,Yes,Lautech SAP whatsapp training
Female,15 - 25,Student - Full time,Facebook;WhatsApp;Snapchat,Facebook Live,Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends,5.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,No, 
Female,15 - 25,Student - Full time,Facebook;WhatsApp;Snapchat,Facebook Live,Smatphone,3-5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;To while away time,5.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;WhatsApp;YouTube;Snapchat,Web-based Elearning Platforms,Smatphone,above 5 years,Daily,7 - 12 hours per day,Less than 20,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;To while away time,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,No, 
Male,26 - 35,Student - Full time,Facebook;Twitter;WhatsApp;Telegram;Snapchat,"Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes,4.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,Islamic online university
Male,15 - 25,Student - Full time,Twitter;Instagram;WhatsApp;Telegram;Snapchat,"Facebook Live;Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Artificial Intelligence (AI) via AI tutoring system using Robots, Holographic teacher;Gamification via Games-based learning (GBL);Web-based Elearning Platforms",Smatphone,3-5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,Yes,One created by my coursemate
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Blogger.com,"Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,Yes,Agric-seminar using Whatsapp platform
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Zoom;Facebook Live,Smatphone,1-2 years,Daily,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,2.0,4.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Instagram;WhatsApp,Google Classroom,Smatphone;Tablet or Ipad,1-2 years,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,4.0,5.0,5.0,Yes,Telegram
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Tiktok,Zoom;Facebook Live,Smatphone;Tablet or Ipad,above 5 years,Daily,Always online,Almost everyone,To play games;To keep in touch with family and friends;For academic purposes;To while away time,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,Yes,Telegram
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;Snapchat,Facebook Live,Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,No,Agricultural Engineering
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;YouTube;Snapchat,Facebook Live;WhatsApp,Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To play games;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time,4.0,5.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,Yes,Whatapp
Male,15 - 25,Student - Full time,Facebook;WhatsApp;YouTube,Zoom,Smatphone,3-5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,No, 
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;Snapchat,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Smatphone,3-5 years,Daily,1 - 6 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,Yes,Udemy
Male,26 - 35,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Blogger.com;Windows Live;Google Plus;Tumblr;WeChat;QQ;GQzone;Tiktok,"Facebook Live;Google Classroom;Microsoft's Team;Learning Management System (Moodle, Talent, Docebo etc.);Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Artificial Intelligence (AI) via AI tutoring system using Robots, Holographic teacher;Augmented (Virtual ) Reality & Simulations;Gamification via Games-based learning (GBL);Web-based Elearning Platforms",Laptop;Desktop;Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,Yes,"Google training skills, leadership training, computer base online training, software creation online, national open university, tracking online lost phones, etc"
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Snapchat,Google Classroom,Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,1 - 6 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,4.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp,Facebook Live,Smatphone;Tablet or Ipad,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,5.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,No, 
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;WeChat;Tiktok;Google,Facebook Live;Google Classroom;Microsoft's Team;Web-based Elearning Platforms,Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Daily,Always online,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time;To catch fun,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,Yes,Skills
Male,26 - 35,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram,Zoom;Facebook Live,Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,Always online,20 - 50,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,Yes,THE JUST CONCLUDED LAUTECH SKILL AQUISITION PROGRAM.
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Facebook Live,Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Daily,Always online,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes;To while away time,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,No, 
Male,26 - 35,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;YouTube;Snapchat;Google Plus,"Facebook Live;Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Learning Management System (Moodle, Talent, Docebo etc.);Web-based Elearning Platforms",Laptop;Desktop;Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,1.0,3.0,1.0,1.0,Yes, 
Male,26 - 35,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;YouTube;Snapchat;Google Plus,"Facebook Live;Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Learning Management System (Moodle, Talent, Docebo etc.);Web-based Elearning Platforms",Laptop;Desktop;Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,1.0,3.0,1.0,1.0,Yes, 
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp,WhatsApp,Laptop;Smatphone,3-5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;For academic purposes,5.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,Yes,Graphics on Udemy
Male,26 - 35,Student - Full time,Facebook;Instagram;WhatsApp,Facebook Live;Microsoft's Team;Web-based Elearning Platforms,Laptop;Smatphone,above 5 years,Daily,Always online,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,"Whatsapp, Facebook, Instagram"
Female,26 - 35,Student - Full time,Facebook;WhatsApp;Pinterest;Snapchat,Facebook Live,Smatphone,3-5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist,5.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,No,
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube,Zoom,Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;YouTube;eskimi,Web-based Elearning Platforms,Smatphone,3-5 years,Weekly,1 - 6 hours per day,51- 100,To find information;To play games;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,Yes,"myschool.ng, watsapp group brainstorming"
Male,36 - 45,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Windows Live;Google Plus,Zoom;Facebook Live;Google Classroom;Microsoft's Team;Web-based Elearning Platforms,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,5.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,Yes,"Future Learn, Telegram, Google"
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;YouTube;Google Plus,Facebook Live;Microsoft's Team,Laptop;Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,No, 
Female,15 - 25,Student - Full time,WhatsApp;Pinterest;Snapchat,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Smatphone,above 5 years,Weekly,7 - 12 hours per day,Less than 20,To find information;To play games;To keep in touch with family and friends;To make new friends;To get latest information/gist;To while away time,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Blogger.com;Google Plus,Facebook Live;Web-based Elearning Platforms,Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Windows Live;Google Plus,Telegram,Laptop;Smatphone,above 5 years,Occassionally,Less than 1 hour,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,4.0,1.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,Yes, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Google Plus,"Google Classroom;Microsoft's Team;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To keep in touch with family and friends;To get latest information/gist;Giveaways,5.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,Yes,"Alissom, Khan academy, coursera"
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;LinkedIn,Web-based Elearning Platforms,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;YouTube;Pinterest;Snapchat;Tiktok,Google Classroom;Gamification via Games-based learning (GBL);Web-based Elearning Platforms,Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,Yes,Google class
Male,15 - 25,Student - Full time,Facebook;WhatsApp,"Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,3-5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;For academic purposes,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Laptop;Smatphone,above 5 years,Daily,Always online,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;WhatsApp;LinkedIn;YouTube,Facebook Live,Smatphone,3-5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,Yes,Shaw Academy and Google
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp,Facebook Live,Laptop;Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Google Plus,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms",Laptop;Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,Yes,Cousera
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram,Facebook Live;Google Classroom,Smatphone,above 5 years,Daily,7 - 12 hours per day,51- 100,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,4.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Snapchat;Tiktok,"Zoom;Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,Yes,Business plan development
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;YouTube,WhatsApp group,Smatphone,above 5 years,Daily,Always online,20 - 50,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Tiktok,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,Yes,Khan academy and Landmark University elearning
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Google Plus;WeChat;Tiktok,"Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms",Laptop;Smatphone,3-5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,Yes,Cms tutorials point Khan
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Blogger.com;Google Plus;WeChat;Tiktok,"Zoom;Facebook Live;Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Learning Management System (Moodle, Talent, Docebo etc.);Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Daily,7 - 12 hours per day,Less than 20,To find information;To play games;To get latest information/gist;For academic purposes,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,Pluralsight.com and udemy.com
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp,Facebook Live;Google Classroom,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To get latest information/gist;To share your experience;For academic purposes,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,Yes, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp,Facebook Live;Microsoft's Team,Smatphone,above 5 years,Daily,Always online,20 - 50,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,Yes,Graphic design
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;Snapchat;Windows Live;Tiktok,Telegram,Laptop,3-5 years,Daily,Always online,51- 100,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,Yes,Telegram
Male,26 - 35,Student - Full time,Facebook;Instagram;WhatsApp;YouTube,Facebook Live,Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To make professional and business contacts;To get latest information/gist;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,Yes,Computer science
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Google Plus,"Zoom;Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Smatphone,above 5 years,Daily,7 - 12 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,Yes,"Coursera, Udacity abs Udemy"
Male,26 - 35,Student - Full time,Facebook;Twitter;WhatsApp;Telegram;YouTube,Whatsapp,Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,Yes,"Whatsapp, Facebook and YouTube."
Female,15 - 25,Student - Full time,Twitter;WhatsApp;Telegram;Snapchat,Gamification via Games-based learning (GBL),Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To make new friends;To get latest information/gist;To while away time,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,"Facebook;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Windows Live;Pinterest, Twitch, Discord","Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Weekly,Less than 1 hour,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;For academic purposes;To while away time,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,Yes,Udemy
