Gender,agerange,AcademicStatus,socialMediaPlatforms,emergingtechnologies,HowdoyouaccessyoursocialmediaplatformsYoucanchoosemorethanone,Howlonghaveyoubeenusingsocialnetworkingsites,HowoftendoyouvisityourSocialNetworkaccounts,Onaveragehowmuchtimedoyouspenddailyonasocialnetworkingsite,Howmanyofyourclassmatesareyourcontactsfriendsonyoursocialnetwork,WhydoyouusesocialnetworksYoucanchoosemorethanone,Incorporatingsocialmediaplatformsandemergingtechnologieshighligh,Socialmediaplatformsandemergingtechnologieshighlightedearliercou,Incorporatingsocialmediaandemergingtechnologiesasateachingtoolwi,EducationalLearningviathesocialmediaplatformswillbeeasyforme,Itwillbebeneficialformetobecomeskilfulatusingsocialmediaplatform,MycolleaguesthinkIshouldusesocialmediaandemergingtechnologiesfor,Myfamilyandfriendswillappreciatemyuseofsocialmediaandemergingtec,Myprivacywillbeinfringedifsocialmediaplatformsandemergingtechnol,Internetavailabilityandsignalstrengthwillbeaprobleminusingthesoc,Internetdatabundlesaffordabilitywillbeaprobleminusingthesocialme,Poweravailabilitywillbeaprobleminusingthesocialmediaandemergingt,Ihavethetechnicalskillstousesocialmediaplatformsandemergingtechn,Iwillbewillingtousesocialmediaplatformsandemergingtechnologiesfo,Iwillbewillingtodevotetherequiredtimeandenergyformylearningactiv,Areyoupresentlyinvolvedinelearningusinganysocialmediaplatformore,Whichelearningcoursesorplatformsareyoucurrentlyengagedin
Female,15 - 25,Student - Full time,Facebook;Twitter;WhatsApp,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,No, 
Female,15 - 25,Student - Full time,Facebook;WhatsApp,Whatsapp,Smatphone,3-5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,Yes,Vocational Training
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Snapchat;Google Plus;Tiktok,Telegram,Smatphone,above 5 years,Occassionally,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;For academic purposes,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,Yes,Telegram Classes
Male,15 - 25,Student - Full time,Facebook;WhatsApp,You tude,Smatphone,above 5 years,Weekly,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time,3.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Google Plus;WeChat;Tiktok,Zoom,Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,No, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp,WhatsApp group chat,Smatphone,3-5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,Yes,WhatsApp
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;LinkedIn;YouTube;Pinterest,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Smatphone,above 5 years,Weekly,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To get latest information/gist;For academic purposes,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,Yes,W3SCHOOL
Male,15 - 25,Student - Full time,Instagram;WhatsApp;Telegram;YouTube;Snapchat,Youtube,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To share your experience;For academic purposes;To while away time,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,Yes,Csc 224
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Pinterest,"Facebook Live;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,Yes,Alison
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms",Laptop;Smatphone,3-5 years,Daily,7 - 12 hours per day,51- 100,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,Yes,Codecademy and Coursera
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Pinterest;Snapchat;Tiktok,"Zoom;Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms;Telegram",Laptop;Smatphone,3-5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To share your experience;For academic purposes,4.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,Yes,"Telegram(for school), Udemy, Khan Academy and Pirple.com"
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube,Facebook Live,Smatphone,above 5 years,Daily,Always online,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,Yes,Digital Marketing
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;LinkedIn,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Smatphone,3-5 years,Weekly,1 - 6 hours per day,51- 100,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp,Microsoft's Team,Smatphone,3-5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;To while away time,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;Snapchat,Zoom,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To make new friends;To get latest information/gist;To share your experience,4.0,5.0,4.0,3.0,4.0,2.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Google Plus;Tiktok,"Zoom;Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,2.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,Yes,"Data Science, Computer Security"
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;YouTube;Pinterest;Snapchat;Windows Live;Google Plus;Tiktok,Zoom;Facebook Live;WebX,Laptop;Smatphone;Tablet or Ipad,3-5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,3.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,Yes,Telegram
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;Snapchat;Tiktok,Zoom,Laptop;Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To play games;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,Yes,Telegram
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Google Plus,Web-based Elearning Platforms,Laptop;Smatphone,3-5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;For academic purposes,5.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,Yes, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;LinkedIn,Telegram.,Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,Yes,Telegram
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Telegram,Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,Yes,Telegram
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;Snapchat,Facebook Live,Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;For academic purposes,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,Yes,Lautech MTH 101 WhatsApp group
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;Pinterest;Snapchat,Zoom,Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,No, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;LinkedIn;Snapchat;Tiktok;triller,Web-based Elearning Platforms,Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Occassionally,7 - 12 hours per day,Less than 20,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,Yes, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Zoom,Smatphone,1-11 months,Daily,7 - 12 hours per day,20 - 50,To find information;To play games;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,No,
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube,"Zoom;Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Laptop;Smatphone,1-11 months,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,Yes,Zoom
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;YouTube;Snapchat,Zoom,Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;To while away time,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,Yes,Music
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;LinkedIn;Pinterest;Tiktok,Zoom;Facebook Live,Smatphone,1-11 months,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,3.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms",Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,Yes,Telegram
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;Snapchat,Facebook Live,Smatphone,1-11 months,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To while away time,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;LinkedIn;Snapchat,Web-based Elearning Platforms,Laptop;Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To play games;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,No, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;YouTube;Snapchat,Facebook Live,Smatphone,3-5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,No,
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;LinkedIn;YouTube;Goodwall,Zoom;Google Classroom,Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To share your experience;For academic purposes,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,Yes,â€¢Lautech Skill Aquition Group(e-marketing) [WhatsApp platform]
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Whatsapp",Smatphone,3-5 years,Daily,Less than 1 hour,Less than 20,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,Yes,Coursera ( Anatomy)
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram,Whatsapp,Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,Yes,Bioinformatics via WhatsApp
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;YouTube,"Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms",Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,Yes,Digital marketing  / whatsapp
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Pinterest;Snapchat;Google Plus,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,5.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,Yes,Codecademy
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat,"Zoom;Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Laptop;Tablet or Ipad,3-5 years,Weekly,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,Yes,"Telegram(For School Work), Udemy, Catalog of  online courses - Harvard University"
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp,whatsapp messaging,Smatphone,1-2 years,Occassionally,7 - 12 hours per day,Less than 20,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,Yes,whatsapp
Female,15 - 25,Student - Full time,Facebook;Twitter;WhatsApp;Pinterest,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,3-5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Google Plus;WeChat,Zoom;Facebook Live;Web-based Elearning Platforms,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,Yes,Codeacademy Lautech SAP
Male,15 - 25,Student - Full time,WhatsApp,Facebook Live,Smatphone,1-2 years,Weekly,Less than 1 hour,Less than 20,To find information;To make professional and business contacts;To make new friends;To while away time,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,No, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram,Facebook Live,Smatphone,above 5 years,Daily,1 - 6 hours per day,51- 100,To keep in touch with family and friends;To get latest information/gist,4.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,4.0,3.0,5.0,5.0,Yes,Photography
Male,15 - 25,Student - Full time,Facebook;Twitter;WhatsApp;Blogger.com,Zoom,Smatphone,above 5 years,Daily,Always online,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;For academic purposes,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,No, 
